"id","user_id","movie_id","tags","created_at"
"77","79","2424","fun","2017-01-05 03:00:00"
"78","79","2424","New York City","2017-01-05 03:00:00"
"79","79","2424","romantic comedy","2017-01-05 03:00:00"
"80","79","2424","romcom","2017-01-05 03:00:00"
"81","79","2671","bookshop","2017-01-06 03:43:20"
"82","79","2671","British","2017-01-06 03:43:20"
"83","79","2671","funny","2017-01-06 03:43:20"
"84","79","2671","London","2017-01-06 03:43:20"
"85","79","2671","romance","2017-01-06 03:43:20"
"86","79","2671","sweet","2017-01-06 03:43:20"
"87","79","2797","1980s","2017-01-05 03:00:00"
"88","79","2797","80's","2017-01-05 03:00:00"
"89","79","2797","comedy","2017-01-05 03:00:00"
"90","79","2797","coming of age","2017-01-05 03:00:00"
"91","79","2797","New York City","2017-01-05 03:00:00"
"92","79","2797","toy store","2017-01-05 03:00:00"
"93","79","2797","toys","2017-02-09 22:43:20"
"94","79","3317","creativity","2017-02-09 23:00:00"
"95","79","3317","funny","2017-02-09 23:00:00"
"96","79","3317","on the road","2017-02-09 23:00:00"
"97","79","3481","actor talks to audience","2017-02-09 23:00:00"
"98","79","3481","awesome soundtrack","2017-02-09 23:00:00"
"99","79","3481","charming","2017-02-09 23:00:00"
"100","79","3481","funny","2017-02-09 23:00:00"
"101","79","3481","great soundtrack","2017-02-09 23:00:00"
"102","79","3481","hilarious","2017-02-09 23:00:00"
"103","79","3481","indie rock","2017-02-09 23:00:00"
"104","79","3481","John Cusack","2017-02-09 23:00:00"
"105","79","3481","mixtape","2017-02-09 23:00:00"
"106","79","3481","overrated","2017-02-09 23:00:00"
"107","79","3481","quirky","2017-02-09 23:00:00"
"108","79","3481","record store","2017-02-09 23:00:00"
"109","79","3481","relationships","2017-02-09 23:00:00"
"110","79","3481","vinyl","2017-02-09 23:00:00"
"283","109","1704","emotional","2015-09-07 15:53:20"
"284","109","1704","personal insight","2015-09-07 15:53:20"
"317","215","858","classic","2015-11-22 20:13:20"
"319","292","260","sci-fi","2015-08-08 18:23:20"
"320","292","260","space opera","2015-08-08 18:23:20"
"321","334","1213","mafia","2015-11-08 04:50:00"
"322","334","1213","Martin Scorsese","2015-11-08 04:50:00"
"323","334","1213","robert de niro","2015-11-08 04:50:00"
"324","340","260","mythology","2015-09-09 07:03:20"
"325","340","260","sci-fi","2015-09-09 07:03:20"
"326","361","260","nerdy","2015-08-06 02:13:20"
"327","361","260","space adventure","2015-08-06 02:13:20"
"331","403","260","fantasy","2015-10-13 07:10:00"
"332","403","260","the classic sci fi movie. must see.","2015-10-13 07:10:00"
"333","429","1249","stylish","2015-02-09 15:36:40"
"364","459","260","classic sci-fi","2015-10-04 04:33:20"
"365","471","260","sci-fi","2015-07-26 05:56:40"
"366","471","260","space opera","2015-07-26 05:56:40"
"367","479","593","action","2015-04-29 21:00:00"
"368","479","593","psychological","2015-04-29 21:00:00"
"369","479","593","suspenseful","2015-04-29 21:00:00"
"370","479","3535","insanity","2015-04-29 21:00:00"
"371","479","3535","psychology","2015-04-29 21:00:00"
"408","489","318","classic","2016-01-30 00:36:40"
"409","489","318","prison","2016-01-30 00:36:40"
"418","525","356","bittersweet","2016-07-21 12:46:40"
"419","525","356","feel-good","2016-07-21 12:46:40"
"420","525","356","touching","2016-07-21 12:46:40"
"422","540","50","Kevin Spacey","2006-07-29 19:26:40"
"423","540","260","sci-fi","2006-07-29 19:26:40"
"424","540","296","Quentin Tarantino","2006-07-29 19:26:40"
"425","540","318","classic","2006-07-29 19:26:40"
"426","540","356","Tom Hanks","2006-07-29 19:26:40"
"427","540","527","holocaust","2006-07-29 19:26:40"
"428","540","593","serial killer","2006-07-29 19:26:40"
"429","540","608","Coen Brothers","2006-07-29 19:26:40"
"430","540","733","Sean Connery","2006-07-29 19:10:00"
"431","540","858","classic","2006-07-29 19:26:40"
"432","540","919","classic","2006-07-29 19:26:40"
"433","540","1035","classic","2006-07-29 19:26:40"
"434","540","1073","classic","2006-07-29 19:26:40"
"435","540","1198","indiana jones","2006-07-29 19:26:40"
"436","540","1220","John Belushi","2006-07-29 19:26:40"
"437","540","1221","classic","2006-07-29 19:26:40"
"438","540","1265","Bill Murray","2006-07-29 19:26:40"
"439","540","1270","sci-fi","2006-07-29 19:26:40"
"440","540","1302","baseball","2006-07-29 19:26:40"
"441","540","1307","chick flick","2006-07-29 19:26:40"
"442","540","1333","Alfred Hitchcock","2006-07-29 19:26:40"
"443","540","1387","classic","2006-07-29 19:26:40"
"444","540","1784","Jack Nicholson","2006-07-29 19:26:40"
"445","540","1954","boxing","2006-07-29 19:26:40"
"446","540","2268","Jack Nicholson","2006-07-29 19:10:00"
"447","540","2302","enjoyable","2006-07-29 19:10:00"
"448","540","2797","Tom Hanks","2006-07-29 19:26:40"
"449","540","3060","classic","2006-07-29 19:26:40"
"450","540","3421","John Belushi","2006-07-29 19:26:40"
"451","540","3466","Robert Downey Jr","2006-07-29 19:26:40"
"452","540","3548","classic","2006-07-29 19:26:40"
"454","551","1307","Good Romantic Comedies","2015-07-01 20:40:00"
"461","559","2605","Catherine Zeta-Jones","2017-07-13 22:00:00"
"469","583","318","great cast","2006-02-04 06:23:20"
"472","599","260","clever names","2015-09-10 17:46:40"
"473","599","260","geeky","2015-09-10 17:46:40"
"474","602","50","conspiracy","2008-04-17 04:23:20"
"475","602","50","Oscar (Best Supporting Actor)","2008-04-17 04:23:20"
"476","602","50","puzzle-like","2008-04-17 04:23:20"
"482","616","260","book-based","2015-07-22 22:13:20"
"483","616","260","space","2015-07-22 22:13:20"
"484","616","356","chick flick","2015-07-22 22:13:20"
"485","616","356","feel-good","2015-07-22 22:13:20"
"486","616","356","life","2015-07-22 22:13:20"
"487","620","318","twist ending","2010-02-23 17:30:00"
"490","636","260","space adventure","2015-08-17 09:53:20"
"491","636","260","space opera","2015-08-17 09:53:20"
"492","659","260","sci-fi","2015-07-22 18:03:20"
"493","659","260","""sci-fi space""","2015-07-22 18:03:20"
"494","670","260","classic sci-fi","2015-10-16 05:10:00"
"495","670","260","space adventure","2015-10-16 05:10:00"
"496","674","3000","adventure","2016-09-18 23:26:40"
"497","674","3000","ambiguous character alignments","2016-09-18 23:26:40"
"498","674","3000","anime","2016-09-18 23:26:40"
"499","674","3000","anti-war","2016-09-18 23:26:40"
"500","674","3000","atmospheric","2016-09-18 23:26:40"
"501","674","3000","dark","2016-09-18 23:26:40"
"502","674","3000","demons","2016-09-18 23:26:40"
"503","674","3000","dreamlike","2016-09-18 23:26:40"
"504","674","3000","dystopia","2016-09-18 23:26:40"
"505","674","3000","environmental","2016-09-18 23:26:40"
"506","674","3000","fantasy","2016-09-18 23:26:40"
"507","674","3000","fantasy world","2016-09-18 23:26:40"
"508","674","3000","gods","2016-09-18 23:26:40"
"509","674","3000","great soundtrack","2016-09-18 23:26:40"
"510","674","3000","Hayao Miyazaki","2016-09-18 23:26:40"
"511","674","3000","history","2016-09-18 23:26:40"
"512","674","3000","Japan","2016-09-18 23:26:40"
"513","674","3000","nature","2016-09-18 23:26:40"
"514","674","3000","philosophical","2016-09-18 23:26:40"
"515","674","3000","Studio Ghibli","2016-09-18 23:26:40"
"516","674","3000","surreal","2016-09-18 23:26:40"
"517","674","3000","talking animals","2016-09-18 23:26:40"
"534","705","260","classic sci-fi","2015-06-17 15:16:40"
"535","705","260","good vs evil","2015-06-17 15:16:40"
"536","708","353","tissit","2006-10-30 00:13:20"
"544","741","47","Brad Pitt","2012-03-07 15:13:20"
"545","741","47","dark","2012-03-07 15:13:20"
"546","741","47","disturbing","2012-03-07 15:13:20"
"547","741","47","Kevin Spacey","2012-03-07 15:13:20"
"548","741","47","Morgan Freeman","2012-03-07 15:13:20"
"549","741","47","psychology","2012-03-07 15:13:20"
"550","741","47","twist ending","2012-03-07 15:13:20"
"551","741","196","Ben Kingsley","2012-11-13 00:23:20"
"552","741","296","drugs","2015-01-07 00:23:20"
"553","741","296","quentin tarantino","2015-01-07 00:23:20"
"554","741","296","violent","2015-01-07 00:23:20"
"555","741","318","magical negro","2015-03-29 01:23:20"
"556","741","318","prison","2015-03-29 01:23:20"
"557","741","318","suicide","2015-03-29 01:23:20"
"558","741","356","disability","2015-01-15 05:53:20"
"559","741","356","tom hanks","2015-01-15 05:53:20"
"560","741","356","vietnam war","2015-01-15 05:53:20"
"561","741","480","action","2012-03-07 15:46:40"
"562","741","480","adventure","2012-03-07 15:46:40"
"563","741","480","dinosaurs","2012-03-07 15:46:40"
"564","741","480","Michael Crichton","2012-03-07 15:46:40"
"565","741","480","sci-fi","2012-03-07 15:46:40"
"566","741","480","Steven Spielberg","2012-03-07 15:46:40"
"567","741","485","Charles Dance","2014-11-16 20:20:00"
"568","741","485","deconstruction","2014-11-16 20:20:00"
"569","741","485","parody","2014-11-16 20:20:00"
"570","741","485","ridiculous","2014-11-16 20:20:00"
"571","741","541","cyberpunk","2012-03-07 15:30:00"
"572","741","541","dystopia","2012-03-07 15:30:00"
"573","741","541","Harrison Ford","2012-03-07 15:30:00"
"574","741","541","Ridley Scott","2012-03-07 15:30:00"
"575","741","541","Rutger Hauer","2012-03-07 15:30:00"
"576","741","541","sci-fi","2012-03-07 15:30:00"
"577","741","541","Special Effects","2012-03-07 15:30:00"
"578","741","541","stylized","2012-03-07 15:30:00"
"579","741","589","apocalypse","2012-03-07 14:56:40"
"580","741","589","artificial intelligence","2012-03-07 14:56:40"
"581","741","589","dystopia","2012-03-07 14:56:40"
"582","741","589","future","2012-03-07 14:56:40"
"583","741","589","time travel","2012-03-07 14:56:40"
"584","741","593","fbi","2015-03-15 21:33:20"
"585","741","593","serial killer","2015-03-15 21:33:20"
"586","741","593","strong female lead","2015-03-15 21:33:20"
"587","741","750","black comedy","2012-03-07 15:30:00"
"588","741","750","dark comedy","2012-03-07 15:30:00"
"589","741","750","Peter Sellers","2012-03-07 15:30:00"
"590","741","750","satire","2012-03-07 15:30:00"
"591","741","750","Stanley Kubrick","2012-03-07 15:30:00"
"592","741","924","artificial intelligence","2012-03-07 15:13:20"
"593","741","924","atmospheric","2012-03-07 15:13:20"
"594","741","924","philosophical","2012-03-07 15:13:20"
"595","741","924","sci-fi","2012-03-07 15:13:20"
"596","741","924","Stanley Kubrick","2012-03-07 15:13:20"
"597","741","924","surreal","2012-03-07 15:13:20"
"598","741","969","romance","2013-07-26 19:16:40"
"599","741","1196","Harrison Ford","2012-03-07 14:56:40"
"600","741","1196","sci-fi","2012-03-07 14:56:40"
"601","741","1196","space","2012-03-07 14:56:40"
"602","741","1198","adventure","2012-03-07 15:46:40"
"603","741","1198","comedy","2012-03-07 15:46:40"
"604","741","1198","Harrison Ford","2012-03-07 15:46:40"
"605","741","1198","indiana jones","2012-03-07 15:46:40"
"606","741","1199","black comedy","2012-03-07 15:30:00"
"607","741","1199","dark comedy","2012-03-07 15:30:00"
"608","741","1199","dreamlike","2012-03-07 15:30:00"
"609","741","1199","dystopia","2012-03-07 15:30:00"
"610","741","1199","sci-fi","2012-03-07 15:30:00"
"611","741","1199","surreal","2012-03-07 15:30:00"
"612","741","1199","Terry Gilliam","2012-03-07 15:30:00"
"613","741","1200","action","2012-03-07 15:13:20"
"614","741","1200","James Cameron","2012-03-07 15:13:20"
"615","741","1200","sci-fi","2012-03-07 15:13:20"
"616","741","1200","Sigourney Weaver","2012-03-07 15:13:20"
"617","741","1201","Clint Eastwood","2012-03-07 15:30:00"
"618","741","1201","Eli Wallach","2012-03-07 15:30:00"
"619","741","1201","Ennio Morricone","2012-03-07 15:30:00"
"620","741","1201","Sergio Leone","2012-03-07 15:30:00"
"621","741","1201","spaghetti western","2012-03-07 15:30:00"
"622","741","1201","western","2012-03-07 15:30:00"
"623","741","1206","disturbing","2012-03-07 15:30:00"
"624","741","1206","dystopia","2012-03-07 15:30:00"
"625","741","1206","Malcolm McDowell","2012-03-07 15:30:00"
"626","741","1206","soundtrack","2012-03-07 15:30:00"
"627","741","1206","Stanley Kubrick","2012-03-07 15:30:00"
"628","741","1208","Dark","2012-03-07 15:30:00"
"629","741","1208","disturbing","2012-03-07 15:30:00"
"630","741","1208","Martin Sheen","2012-03-07 15:30:00"
"631","741","1208","psychological","2012-03-07 15:30:00"
"632","741","1208","soundtrack","2012-03-07 15:30:00"
"633","741","1208","surreal","2012-03-07 15:30:00"
"634","741","1214","atmospheric","2012-03-07 15:13:20"
"635","741","1214","dark","2012-03-07 15:13:20"
"636","741","1214","horror","2012-03-07 15:13:20"
"637","741","1214","Ridley Scott","2012-03-07 15:13:20"
"638","741","1214","sci-fi","2012-03-07 15:13:20"
"639","741","1214","Sigourney Weaver","2012-03-07 15:13:20"
"640","741","1232","Andrei Tarkovsky","2012-03-07 15:13:20"
"641","741","1232","dark","2011-04-21 19:30:00"
"642","741","1232","existentialism","2012-03-07 15:13:20"
"643","741","1232","meditative","2012-03-07 15:13:20"
"644","741","1232","reflective","2012-03-07 15:13:20"
"645","741","1232","sci-fi","2011-04-21 19:30:00"
"646","741","1237","black and white","2012-03-07 15:13:20"
"647","741","1237","Criterion","2012-03-07 15:13:20"
"648","741","1237","existentialism","2012-03-07 15:13:20"
"649","741","1237","funny","2012-03-07 15:13:20"
"650","741","1237","Ingmar Bergman","2012-03-07 15:13:20"
"651","741","1237","Swedish","2012-03-07 15:13:20"
"652","741","1265","Bill Murray","2012-03-07 15:46:40"
"653","741","1265","comedy","2012-03-07 15:46:40"
"654","741","1265","existentialism","2012-03-07 15:46:40"
"655","741","1265","Fantasy","2012-03-07 15:46:40"
"656","741","1265","time travel","2012-03-07 15:46:40"
"657","741","1270","1980s","2012-03-07 16:03:20"
"658","741","1270","comedy","2012-03-07 16:03:20"
"659","741","1270","sci-fi","2012-03-07 16:03:20"
"660","741","1270","time travel","2012-03-07 16:03:20"
"661","741","1274","cyberpunk","2012-03-07 16:03:20"
"662","741","1274","dystopia","2012-03-07 16:03:20"
"663","741","1274","science fiction","2012-03-07 16:03:20"
"664","741","1274","soundtrack","2012-03-07 16:03:20"
"665","741","1274","visually stunning","2012-03-07 16:03:20"
"666","741","1278","Gene Wilder","2012-03-07 14:56:40"
"667","741","1278","Madeline Kahn","2012-03-07 14:56:40"
"668","741","1278","Mel Brooks","2012-03-07 14:56:40"
"669","741","1278","monster","2012-03-07 14:56:40"
"670","741","1278","parody","2012-03-07 14:56:40"
"671","741","1282","classical music","2012-03-07 15:30:00"
"672","741","1282","dinosaurs","2012-03-07 15:30:00"
"673","741","1282","mythology","2012-03-07 15:30:00"
"674","741","1282","surreal","2012-03-07 15:30:00"
"675","741","1288","Christopher Guest","2012-03-07 14:56:40"
"676","741","1288","cult classic","2012-03-07 14:56:40"
"677","741","1288","mockumentary","2012-03-07 14:56:40"
"678","741","1288","rock and roll","2012-03-07 14:56:40"
"679","741","1288","satire","2012-03-07 14:56:40"
"680","741","1288","witty","2012-03-07 14:56:40"
"681","741","1332","conspiracy","2014-10-08 20:13:20"
"682","741","1332","human sacrifice","2014-10-08 20:13:20"
"683","741","1332","magic","2014-10-08 20:13:20"
"684","741","1332","Martin Sheen","2014-10-08 20:13:20"
"685","741","1332","police","2014-10-08 20:13:20"
"686","741","1332","Voodoo","2014-10-08 20:13:20"
"687","741","1371","artificial intelligence","2015-03-29 01:40:00"
"688","741","1371","bizarre","2015-03-29 01:40:00"
"689","741","1371","costumes","2015-03-29 01:40:00"
"690","741","1587","Arnold Schwarzenegger","2014-04-11 18:16:40"
"691","741","1587","classic","2014-04-11 18:16:40"
"692","741","1587","cult","2014-04-11 18:16:40"
"693","741","1587","epic","2014-04-11 18:16:40"
"694","741","1587","Fantasy","2014-04-11 18:16:40"
"695","741","1587","monster","2014-04-11 18:16:40"
"696","741","1587","Oliver Stone","2014-04-11 18:16:40"
"697","741","1587","Oliver Stone screenplay","2014-04-11 18:16:40"
"698","741","1587","quotable","2014-04-11 18:16:40"
"699","741","1587","soundtrack","2014-04-11 18:16:40"
"700","741","1587","Special Effects","2014-04-11 18:16:40"
"701","741","1587","sword and sorcery","2014-04-11 18:16:40"
"702","741","1587","wizards","2014-04-11 18:16:40"
"703","741","1674","music","2015-04-01 14:23:20"
"704","741","1748","dark","2012-03-07 15:30:00"
"705","741","1748","dark fantasy","2012-03-07 15:30:00"
"706","741","1748","dystopia","2012-03-07 15:30:00"
"707","741","1748","film noir","2012-03-07 15:30:00"
"708","741","1748","sci-fi","2012-03-07 15:30:00"
"709","741","1748","surreal","2012-03-07 15:30:00"
"710","741","1784","Jack Nicholson","2012-03-07 16:03:20"
"711","741","1784","neurosis","2012-03-07 16:03:20"
"712","741","1784","psychology","2012-03-07 16:03:20"
"713","741","1950","Sidney Poitier","2012-03-07 15:46:40"
"714","741","2005","1980s","2015-07-20 17:43:20"
"715","741","2005","80s","2015-07-20 17:43:20"
"716","741","2005","adventure","2015-07-20 17:43:20"
"717","741","2005","Children","2015-07-20 17:43:20"
"718","741","2019","Akira Kurosawa","2012-03-07 15:13:20"
"719","741","2019","atmospheric","2012-03-07 15:13:20"
"720","741","2019","Criterion","2012-03-07 15:13:20"
"721","741","2019","historical","2012-03-07 15:13:20"
"722","741","2019","samurai","2012-03-07 15:13:20"
"723","741","2019","toshiro mifune","2012-03-07 15:13:20"
"724","741","2117","dystopia","2012-03-07 16:03:20"
"725","741","2117","fascism","2012-03-07 16:03:20"
"726","741","2117","John Hurt","2012-03-07 16:03:20"
"727","741","2117","sci-fi","2012-03-07 16:03:20"
"728","741","2124","black comedy","2012-03-07 16:03:20"
"729","741","2124","dysfunctional family","2012-03-07 16:03:20"
"730","741","2124","horror","2012-03-07 16:03:20"
"731","741","2124","quirky","2012-03-07 16:03:20"
"732","741","2124","supernatural","2012-03-07 16:03:20"
"733","741","2140","classic","2015-05-15 17:50:00"
"734","741","2140","dark fantasy","2015-05-15 17:50:00"
"735","741","2140","fantasy world","2015-05-15 17:50:00"
"736","741","2140","muppets","2015-05-15 17:50:00"
"737","741","2140","Puppets","2015-05-15 17:50:00"
"738","741","2140","wizards","2015-05-15 17:50:00"
"739","741","2148","absurd","2014-10-08 19:56:40"
"740","741","2148","haunted house","2014-10-08 19:56:40"
"741","741","2148","Special Effects","2014-10-08 19:56:40"
"742","741","2148","visual effects","2014-10-08 19:56:40"
"743","741","2149","absurd","2014-10-08 19:56:40"
"744","741","2149","aztec","2014-10-08 19:56:40"
"745","741","2149","cowboy","2014-10-08 19:56:40"
"746","741","2149","crystal skull","2014-10-08 19:56:40"
"747","741","2149","wacky","2014-10-08 19:56:40"
"748","741","2174","black comedy","2012-03-07 16:20:00"
"749","741","2174","comedy","2012-03-07 16:20:00"
"750","741","2174","cult film","2012-03-07 16:20:00"
"751","741","2174","horror","2012-03-07 16:20:00"
"752","741","2174","Michael Keaton","2012-03-07 16:20:00"
"753","741","2174","Tim Burton","2012-03-07 16:20:00"
"754","741","2193","Special Effects","2013-11-22 06:03:20"
"755","741","2208","Alfred Hitchcock","2015-06-12 04:43:20"
"756","741","2208","Charters and Caldicott","2015-06-12 05:00:00"
"757","741","2208","Comedy","2015-06-12 04:43:20"
"758","741","2208","Conspiracy","2015-06-12 05:00:00"
"759","741","2208","Farce","2015-06-12 04:43:20"
"760","741","2208","Gay Undertones","2015-06-12 05:00:00"
"761","741","2208","Mystery","2015-06-12 04:43:20"
"762","741","2208","Politics","2015-06-12 04:43:20"
"763","741","2208","Spy","2015-06-12 04:43:20"
"764","741","2208","train","2015-06-12 04:43:20"
"765","741","2231","Edward Norton","2016-01-11 19:40:00"
"766","741","2231","John Malkovich","2016-01-11 19:40:00"
"767","741","2231","John Turturro","2016-01-11 19:40:00"
"768","741","2231","Matt Damon","2016-01-11 19:40:00"
"769","741","2329","disturbing","2012-03-07 15:30:00"
"770","741","2329","Edward Norton","2012-03-07 15:30:00"
"771","741","2329","powerful ending","2012-03-07 15:30:00"
"772","741","2329","prison","2012-03-07 15:30:00"
"773","741","2413","alternate endings","2012-03-07 15:30:00"
"774","741","2413","quirky","2012-03-07 15:30:00"
"775","741","2413","Tim Curry","2012-03-07 15:30:00"
"776","741","2414","child actor","2014-10-08 19:40:00"
"777","741","2414","Egyptian Mythology","2014-10-08 19:40:00"
"778","741","2414","human sacrifice","2014-10-08 19:40:00"
"779","741","2414","visual effects","2014-10-08 19:23:20"
"780","741","2451","creepy","2014-06-09 02:00:00"
"781","741","2451","Demons","2014-06-09 02:00:00"
"782","741","2451","disturbing","2014-06-09 02:16:40"
"783","741","2451","Eye in Hand","2014-06-09 02:00:00"
"784","741","2451","Hell","2014-06-09 02:00:00"
"785","741","2451","Metal","2014-06-09 02:00:00"
"786","741","2451","practical FX","2014-06-09 02:16:40"
"787","741","2451","Special Effects","2014-06-09 02:00:00"
"788","741","2451","SUBURBAN DYSFUNCTION","2014-06-09 02:00:00"
"789","741","2451","suburbia","2014-06-09 02:00:00"
"790","741","2451","weird","2014-06-09 02:00:00"
"791","741","2464","campy","2015-04-28 01:40:00"
"792","741","2464","cult classic","2015-04-28 01:40:00"
"793","741","2464","Gene Simmons","2015-04-28 01:40:00"
"794","741","2464","ghost","2015-04-28 01:40:00"
"795","741","2464","heavy metal","2015-04-28 01:40:00"
"796","741","2464","high school","2015-04-28 01:40:00"
"797","741","2464","nerd","2015-04-28 01:40:00"
"798","741","2464","Ozzy Osbourne","2015-04-28 01:40:00"
"799","741","2464","revenge","2015-04-28 01:40:00"
"800","741","2464","rock n roll","2015-04-28 01:40:00"
"801","741","2464","SFX","2015-04-28 01:40:00"
"802","741","2464","Special Effects","2015-04-28 01:40:00"
"803","741","2464","teen","2015-04-28 01:40:00"
"804","741","2657","campy","2012-03-07 15:46:40"
"805","741","2657","cross dressing","2012-03-07 15:46:40"
"806","741","2657","cult classic","2012-03-07 15:46:40"
"807","741","2657","parody","2012-03-07 15:46:40"
"808","741","2657","Quirky","2012-03-07 15:46:40"
"809","741","2657","Tim Curry","2012-03-07 15:46:40"
"810","741","2692","alternate endings","2012-03-08 10:23:20"
"811","741","2728","Rome","2012-03-07 15:13:20"
"812","741","2728","Stanley Kubrick","2012-03-07 15:13:20"
"813","741","2728","sword and sandal","2012-03-07 15:13:20"
"814","741","2730","lavish","2012-03-07 16:03:20"
"815","741","2730","natural lighting","2012-03-07 16:20:00"
"816","741","2730","Stanley Kubrick","2012-03-07 16:03:20"
"817","741","2730","wry","2012-03-07 16:20:00"
"818","741","2770","comedy","2012-03-07 15:30:00"
"819","741","2770","Eddie Murphy","2012-03-07 15:30:00"
"820","741","2770","Hollywood","2012-03-07 15:30:00"
"821","741","2770","parody","2012-03-07 15:30:00"
"822","741","2770","Steve Martin","2012-03-07 15:30:00"
"823","741","2826","Beowulf","2012-03-07 15:46:40"
"824","741","2826","epic","2012-03-07 15:46:40"
"825","741","2826","fantasy","2012-03-07 15:46:40"
"826","741","2826","vikings","2012-03-07 15:46:40"
"827","741","2853","Slasher","2015-11-08 23:43:20"
"828","741","2858","bittersweet","2012-03-07 16:03:20"
"829","741","2858","black comedy","2012-03-07 16:03:20"
"830","741","2858","Kevin Spacey","2012-03-07 16:03:20"
"831","741","2858","satirical","2012-03-07 16:03:20"
"832","741","2900","George A. Romero","2014-10-23 04:56:40"
"833","741","2905","Akira Kurosawa","2012-03-07 15:46:40"
"834","741","2905","Criterion","2012-03-07 15:46:40"
"835","741","2905","humorous","2012-03-07 15:46:40"
"836","741","2905","samurai","2012-03-07 15:46:40"
"837","741","2905","toshiro mifune","2012-03-07 15:46:40"
"838","741","3030","Akira Kurosawa","2012-03-07 14:56:40"
"839","741","3030","samurai","2012-03-07 14:56:40"
"840","741","3030","Toshiro Mifune","2012-03-07 14:56:40"
"841","741","3033","breaking the fourth wall","2012-03-07 15:13:20"
"842","741","3033","comedy","2012-03-07 15:13:20"
"843","741","3033","Mel Brooks","2012-03-07 15:13:20"
"844","741","3033","parody","2012-03-07 15:13:20"
"845","741","3033","sci-fi","2012-03-07 15:13:20"
"846","741","3033","spoof","2012-03-07 15:13:20"
"847","741","3068","Paul Newman","2015-03-29 01:40:00"
"848","741","3070","campy","2012-03-07 16:03:20"
"849","741","3070","cult film","2012-03-07 16:03:20"
"850","741","3070","sci-fi","2011-04-21 19:30:00"
"851","741","3070","surreal","2012-03-07 16:03:20"
"852","741","3153","adventure","2012-03-07 16:03:20"
"853","741","3153","fantasy","2012-03-07 16:03:20"
"854","741","3153","imaginative","2012-03-07 16:03:20"
"855","741","3153","mythology","2012-03-07 16:03:20"
"856","741","3153","Ray Harryhausen","2012-03-07 16:03:20"
"857","741","3175","Alan Rickman","2012-03-08 16:30:00"
"858","741","3175","parody","2012-03-08 16:30:00"
